Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
Sed_Veh,710490318,Sed_Veh_710490318,CDN1A_139_151,11.575039698685188,0.9999885417895926,5
Sed_Veh,710490318,Sed_Veh_710490318,FIBA_569_581,4.079434467494405,0.9965441906653425,5
Sed_Veh,710490318,Sed_Veh_710490318,LIPS_944_956,11.093056238058042,0.9999184386658445,5
Sed_Veh,710490318,Sed_Veh_710490318,PLEK_106_118,7.80711185996607,0.9998465780083413,5
Sed_Veh,710490318,Sed_Veh_710490318,ACM1_421_433,4.406505865657727,0.9932201257861635,5
Sed_Veh,710490318,Sed_Veh_710490318,FOXO3_25_37,6.396847081259275,0.9992663253138809,5
Sed_Veh,710490318,Sed_Veh_710490318,RBL2_655_667,6.700963097446992,0.9985797163899494,5
Sed_Veh,710490318,Sed_Veh_710490318,KAP2_92_104,11.194431656292219,0.999561116740789,5
Sed_Veh,710490318,Sed_Veh_710490318,ACM1_444_456,4.679347309681533,0.9941584905660378,5
Sed_Veh,710490318,Sed_Veh_710490318,BAD_112_124,7.167276118000141,0.998231136375677,5
Sed_Veh,710490318,Sed_Veh_710490318,CENPA_1_14,7.58382786044176,0.9995701938690943,5
Sed_Veh,710490318,Sed_Veh_710490318,FRAP_2443_2455,5.166897308744745,0.9895877009084556,5
Sed_Veh,710490318,Sed_Veh_710490318,LMNB1_16_28,2.3806040022149704,0.9711371749107598,5
Sed_Veh,710490318,Sed_Veh_710490318,NEK2_172_184,4.434470874193706,0.9943638511160241,5
Sed_Veh,710490318,Sed_Veh_710490318,PPR1A_28_40,7.366157231108706,0.9995531019566563,5
Sed_Veh,710490318,Sed_Veh_710490318,ADRB2_338_350,11.236533232191318,0.9999598668553719,5
Sed_Veh,710490318,Sed_Veh_710490318,RYR1_4317_4329,9.910289172070383,0.9992033264673479,5
Sed_Veh,710490318,Sed_Veh_710490318,ACM4_456_468,4.670823237374995,0.9746823257604929,5
Sed_Veh,710490318,Sed_Veh_710490318,BAD_69_81,4.917737977845511,0.997172919710298,5
Sed_Veh,710490318,Sed_Veh_710490318,KAPCG_192_206,4.623018726983232,0.9969582193542353,5
Sed_Veh,710490318,Sed_Veh_710490318,MARCS_152_164,4.587229107693101,0.9917122885912603,5
Sed_Veh,710490318,Sed_Veh_710490318,REL_260_272,9.247031818970854,0.999601523276321,5
Sed_Veh,710490318,Sed_Veh_710490318,KCNA1_438_450,8.383052153219694,0.9996082890336765,5
Sed_Veh,710490318,Sed_Veh_710490318,ACM5_494_506,6.433841288741476,0.9985049100739268,5
Sed_Veh,710490318,Sed_Veh_710490318,BAD_93_105,6.897788388501266,0.996970828499372,5
Sed_Veh,710490318,Sed_Veh_710490318,CSF1R_701_713,10.474471247231564,0.9995539283923511,5
Sed_Veh,710490318,Sed_Veh_710490318,GPR6_349_361,5.223364260403773,0.9883726793259583,5
Sed_Veh,710490318,Sed_Veh_710490318,KCNA2_442_454,6.798089652498538,0.9979735513973648,5
Sed_Veh,710490318,Sed_Veh_710490318,MARCS_160_172,4.666542240047118,0.9856782224543537,5
Sed_Veh,710490318,Sed_Veh_710490318,PTK6_436_448,11.433467342342235,0.9999551272724494,5
Sed_Veh,710490318,Sed_Veh_710490318,CAC1C_1974_1986,11.643294654370425,0.9999009538625313,5
Sed_Veh,710490318,Sed_Veh_710490318,ACM5_498_510,5.596260092055542,0.9974231840608823,5
Sed_Veh,710490318,Sed_Veh_710490318,BCKD_45_57,4.294447358465256,0.9830225033627803,5
Sed_Veh,710490318,Sed_Veh_710490318,GPSM2_394_406,10.035084375022779,0.999848736264135,5
Sed_Veh,710490318,Sed_Veh_710490318,KCNA3_461_473,4.906890595608519,0.9954090150250418,5
Sed_Veh,710490318,Sed_Veh_710490318,MBP_222_234,4.757908854138706,0.9989487593028,5
Sed_Veh,710490318,Sed_Veh_710490318,NOS3_1171_1183,7.306534640763987,0.997920859397018,5
Sed_Veh,710490318,Sed_Veh_710490318,STK6_283_295,10.880045522229672,0.9999789813056824,5
Sed_Veh,710490318,Sed_Veh_710490318,VASP_271_283,8.371098536456032,0.999312607360478,5
Sed_Veh,710490318,Sed_Veh_710490318,ADDB_696_708,4.763932641766476,0.9990941854414401,5
Sed_Veh,710490318,Sed_Veh_710490318,DCX_49_61,3.5849625007211565,0.968527918781726,5
Sed_Veh,710490318,Sed_Veh_710490318,GSUB_61_73,4.217523381814712,0.9926039369435595,5
Sed_Veh,710490318,Sed_Veh_710490318,KCNB1_489_501,5.16082279433506,0.9933614086281792,5
Sed_Veh,710490318,Sed_Veh_710490318,NR4A1_344_356,5.273487739829609,0.9961363420877974,5
Sed_Veh,710490318,Sed_Veh_710490318,RAF1_253_265,4.202816882999687,0.9853690830850712,5
Sed_Veh,710490318,Sed_Veh_710490318,STMN2_90_102,9.543469619684318,0.9999300267447933,5
Sed_Veh,710490318,Sed_Veh_710490318,CGHB_109_121,8.62260441739127,0.9997781845184066,5
Sed_Veh,710490318,Sed_Veh_710490318,ADDB_706_718,5.469296238546853,0.9986638842999159,5
Sed_Veh,710490318,Sed_Veh_710490318,GYS2_1_13,6.623018726983232,0.9988147523511707,5
Sed_Veh,710490318,Sed_Veh_710490318,RAP1B_172_184,6.623018726983232,0.9980403572880979,5
Sed_Veh,710490318,Sed_Veh_710490318,CREB1_126_138,11.531381460516313,0.9999042224134711,5
Sed_Veh,710490318,Sed_Veh_710490318,CA2D1_494_506,4.45447389884133,0.985924995618903,5
Sed_Veh,710490318,Sed_Veh_710490318,H2B1B_ 27_40,5.700439718141093,0.9943935609214544,5
Sed_Veh,710490318,Sed_Veh_710490318,KIF2C_105_118_S106G,7.52060015037523,0.9998967922839141,5
Sed_Veh,710490318,Sed_Veh_710490318,MP2K1_287_299,5.463138759968457,0.9986123087265977,5
Sed_Veh,710490318,Sed_Veh_710490318,RB_242_254,5.234975550774061,0.9927378923342204,5
Sed_Veh,710490318,Sed_Veh_710490318,DESP_2842_2854,11.19686885738497,0.9999560681565788,5
Sed_Veh,710490318,Sed_Veh_710490318,NFKB1_330_342,9.987129913913694,0.999904307410629,5
Sed_Veh,710490318,Sed_Veh_710490318,ANDR_785_797,6.699916148895321,0.9969926125586503,5
Sed_Veh,710490318,Sed_Veh_710490318,CD27_212_224,4.406505865657727,0.9882787321255359,5
Sed_Veh,710490318,Sed_Veh_710490318,ERBB2_679_691,7.1482127454798174,0.9994575515905996,5
Sed_Veh,710490318,Sed_Veh_710490318,H32_3_18,5.435729221452626,0.9985040756538502,5
Sed_Veh,710490318,Sed_Veh_710490318,KPCB_19_31_A25S,6.6702888069036526,0.9978604754377266,5
Sed_Veh,710490318,Sed_Veh_710490318,P53_308_323,4.101802280522859,0.9914040800689589,5
Sed_Veh,710490318,Sed_Veh_710490318,E1A_ADE05_212_224,10.185062414360944,0.9998139404637428,5
Sed_Veh,710490318,Sed_Veh_710490318,ANXA1_209_221,5.878484758134586,0.9986527019919794,5
Sed_Veh,710490318,Sed_Veh_710490318,IF4E_203_215,4.406505865657727,0.9833862631546173,5
Sed_Veh,710490318,Sed_Veh_710490318,MPIP1_172_184,5.459431618637297,0.9938783417280124,5
Sed_Veh,710490318,Sed_Veh_710490318,VASP_150_162,11.563556051029034,0.9999737584521797,5
Sed_Veh,710490318,Sed_Veh_710490318,ESR1_160_172,8.724320785867619,0.9999556138738167,5
Sed_Veh,710490318,Sed_Veh_710490318,KS6A1_374_386,4.727406765741362,0.9933962264150943,5
Sed_Veh,710490318,Sed_Veh_710490318,RB_803_815,4.6857074744609735,0.9983986949148904,5
Sed_EB,710490318,Sed_EB_710490318,CDN1A_139_151,11.373419220524344,0.9998376394321907,5
Sed_EB,710490318,Sed_EB_710490318,FIBA_569_581,4.079434467494405,0.9861635220125785,5
Sed_EB,710490318,Sed_EB_710490318,LIPS_944_956,10.754257256624246,0.9999432243760573,5
Sed_EB,710490318,Sed_EB_710490318,PLEK_106_118,8.011860155210062,0.9987861440240329,5
Sed_EB,710490318,Sed_EB_710490318,ACM1_421_433,3.803461005953113,0.9674227969754787,5
Sed_EB,710490318,Sed_EB_710490318,FOXO3_25_37,6.1691686737495575,0.9891310201517158,5
Sed_EB,710490318,Sed_EB_710490318,RBL2_655_667,6.682530896940795,0.9969890979942571,5
Sed_EB,710490318,Sed_EB_710490318,KAP2_92_104,10.7901486700424,0.9998595150907837,5
Sed_EB,710490318,Sed_EB_710490318,ACM1_444_456,4.398784018279991,0.9875825669226637,5
Sed_EB,710490318,Sed_EB_710490318,BAD_112_124,6.383867281237813,0.9979823812425239,5
Sed_EB,710490318,Sed_EB_710490318,CENPA_1_14,7.347224389503118,0.9997613252382586,5
Sed_EB,710490318,Sed_EB_710490318,FRAP_2443_2455,5.291670273794682,0.9931183231788812,5
Sed_EB,710490318,Sed_EB_710490318,LMNB1_16_28,2.747812976403199,0.9800185586142901,5
Sed_EB,710490318,Sed_EB_710490318,NEK2_172_184,4.439497691268539,0.9965187775031648,5
Sed_EB,710490318,Sed_EB_710490318,PPR1A_28_40,7.358547538900869,0.9941613823582592,5
Sed_EB,710490318,Sed_EB_710490318,ADRB2_338_350,10.797875605057227,0.9997986040863627,5
Sed_EB,710490318,Sed_EB_710490318,RYR1_4317_4329,9.488901173440738,0.999508876700288,5
Sed_EB,710490318,Sed_EB_710490318,ACM4_456_468,3.940964529703048,0.9676324551667737,5
Sed_EB,710490318,Sed_EB_710490318,BAD_69_81,4.426897654488905,0.9967786470317533,5
Sed_EB,710490318,Sed_EB_710490318,KAPCG_192_206,4.367476568229358,0.9956706931549699,5
